Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P00447|SODM_YEAST,sp|P00447|SODM_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,6,6,6,25.774,233,233,0,3.6909,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,6,2688700,0,2688700,0,0,0,2688700,0,2688700,,,,21,1934,TRUE,1984,3162,4616,4616,,
sp|P00498|HIS1_YEAST,sp|P00498|HIS1_YEAST,5,5,5,,1,5,5,5,3,3,3,3,3,3,21.9,21.9,21.9,32.266,297,297,0,11.65,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,15.2,10.8,24302000,0,24302000,16960000,0,16960000,7342400,0,7342400,,,,22,1397;2427;3656;4163;4300,True;True;True;True;True,1432;2486;3770;4297;4439,2294;3993;6156;7035;7036;7277,3301;5828;9148;10516;10517;10887,3301;5828;9148;10516;10887,,
sp|P00549|KPYK1_YEAST;sp|P52489|KPYK2_YEAST,sp|P00549|KPYK1_YEAST,38;1,38;1,38;1,,2,38,38,38,21,38,21,38,21,38,69.2,69.2,69.2,54.544,500,500;506,0,262.26,41.123,33.109,142.14,15,15,Median,66.908,51.11,9.4958,41.392,171.85,98.814,7,8,7,8,Linear,Median,51.2,69.2,1441400000,6556000,1434900000,281160000,2975000,278180000,1160300000,3581100,1156700000,,,,23,43;140;172;212;213;680;745;835;1185;1186;1394;1395;1421;1548;1549;1553;1554;1766;1767;2352;2353;2354;2387;2488;2605;3127;3323;3364;3483;3534;3535;3625;3626;3705;3743;4146;4382;4383,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,43;142;174;175;216;217;696;763;855;1215;1216;1429;1430;1456;1583;1584;1585;1589;1590;1807;1808;2411;2412;2413;2446;2561;2562;2683;2684;3222;3429;3470;3593;3644;3645;3739;3740;3820;3858;4279;4521;4522,76;236;237;290;291;292;293;294;358;359;360;1129;1130;1238;1377;1950;1951;1952;2288;2289;2290;2291;2333;2334;2530;2531;2532;2533;2534;2535;2536;2537;2542;2543;2888;2889;2890;2891;3864;3865;3866;3921;4128;4129;4130;4131;4324;4325;4326;5187;5188;5189;5532;5597;5598;5804;5805;5902;5903;5904;5905;6100;6101;6239;6240;6299;6300;7002;7003;7409;7410;7411,111;329;330;331;332;333;334;335;336;337;338;339;340;412;413;414;415;416;417;418;419;420;421;495;496;497;498;499;500;1611;1612;1774;1775;1776;1777;1963;2785;2786;2787;3290;3291;3292;3293;3294;3295;3296;3297;3298;3352;3353;3354;3642;3643;3644;3645;3646;3647;3648;3649;3650;3651;3652;3653;3654;3655;3656;3657;3658;3659;3660;3661;3662;3667;3668;4191;4192;4193;4194;4195;4196;5618;5619;5620;5621;5704;6026;6027;6028;6029;6030;6031;6032;6033;6313;6314;6315;6316;7534;7535;7536;7537;7538;8041;8126;8127;8128;8446;8447;8448;8449;8450;8451;8452;8453;8589;8590;8591;8592;8593;8594;8595;8596;8597;8598;9031;9032;9033;9034;9035;9036;9037;9272;9273;9274;9275;9276;9277;9365;9366;9367;9368;9369;10467;10468;10469;10470;10471;10472;10473;11081;11082;11083;11084;11085;11086,111;329;418;497;498;1611;1774;1963;2785;2786;3293;3294;3352;3644;3659;3667;3668;4191;4196;5618;5619;5621;5704;6028;6313;7535;8041;8127;8446;8596;8598;9032;9035;9274;9368;10468;11081;11085,14;15;16,50;126;209
sp|P00560|PGK_YEAST,sp|P00560|PGK_YEAST,41,41,41,,1,41,41,41,29,39,29,39,29,39,79.6,79.6,79.6,44.738,416,416,0,314.03,204.73,165.39,149.49,29,28,Linear,153.01,208.01,198.03,133.18,155.9,148.78,13,16,13,15,Linear,Linear,61.3,79.6,1620100000,22939000,1597100000,458030000,4608300,453420000,1162000000,18331000,1143700000,,,,24,19;20;138;139;193;194;264;289;392;393;751;752;848;895;900;903;904;1574;1597;1598;1627;1635;1636;1794;1877;2028;2029;2329;3028;3372;3373;3657;3800;3824;3877;3878;4016;4336;4337;4404;4414,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,19;20;140;141;197;198;268;293;405;406;769;770;868;916;921;925;926;1610;1635;1636;1665;1673;1674;1835;1921;2079;2080;2388;3116;3478;3479;3771;3918;3945;4001;4002;4148;4475;4476;4543;4554,38;39;40;232;233;234;235;328;329;330;435;436;487;488;663;664;665;666;1247;1248;1397;1398;1471;1479;1480;1481;1486;1487;1488;1489;2569;2570;2571;2623;2624;2625;2668;2669;2670;2684;2685;2686;2930;2931;2932;2933;2934;2935;3059;3060;3317;3318;3319;3320;3823;3824;5011;5611;5612;5613;5614;6157;6158;6159;6400;6401;6402;6449;6542;6543;6544;6788;6789;7332;7333;7334;7443;7444;7461;7462;7463,55;56;57;58;323;324;325;326;327;328;460;461;462;463;609;610;611;612;689;690;691;692;693;694;958;959;960;961;1787;1788;1988;1989;1990;1991;2080;2088;2089;2090;2091;2096;2097;2098;2099;2100;2101;3698;3699;3700;3701;3702;3703;3704;3705;3706;3707;3708;3709;3710;3711;3712;3713;3714;3715;3716;3804;3805;3806;3807;3808;3865;3866;3867;3868;3869;3870;3871;3872;3873;3874;3892;3893;3894;3895;4248;4249;4250;4251;4252;4253;4437;4438;4439;4440;4441;4442;4443;4444;4823;4824;4825;4826;4827;4828;4829;4830;4831;4832;4833;5563;5564;5565;7300;8144;8145;8146;8147;8148;8149;8150;8151;8152;8153;8154;8155;8156;8157;8158;8159;8160;8161;9149;9150;9151;9152;9524;9525;9526;9527;9528;9529;9530;9612;9748;9749;9750;9751;9752;10132;10133;10134;10135;10136;10137;10138;10139;10140;10141;10142;10143;10144;10145;10146;10147;10148;10964;10965;10966;10967;10968;11126;11127;11128;11129;11147;11148;11149;11150;11151;11152;11153;11154;11155;11156,55;58;325;328;460;462;611;690;959;961;1787;1788;1988;2080;2090;2096;2099;3711;3804;3808;3870;3894;3895;4249;4437;4824;4828;5563;7300;8153;8160;9151;9529;9612;9748;9750;10143;10965;10968;11127;11147,,
sp|P38693|PPAC_YEAST;sp|P35842|PPAB_YEAST;sp|P24031|PPA3_YEAST;sp|P00635|PPA5_YEAST,sp|P38693|PPAC_YEAST;sp|P35842|PPAB_YEAST;sp|P24031|PPA3_YEAST;sp|P00635|PPA5_YEAST,1;1;1;1,1;1;1;1,1;1;1;1,;;;,4,1,1,1,1,0,1,0,1,0,3,3,3,52.699,467,467;467;467;467,0.0080214,1.1832,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3,0,2375600,0,2375600,2375600,0,2375600,0,0,0,,,,25,3498,TRUE,3608,5835,8496,8496,,
sp|P00815|HIS2_YEAST,sp|P00815|HIS2_YEAST,11,11,11,,1,11,11,11,7,10,7,10,7,10,24.4,24.4,24.4,87.72,799,799,0,64.051,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,13.3,21.4,49108000,89079,49019000,23902000,89079,23813000,25206000,0,25206000,,,,26,1070;1080;1512;2063;2344;2363;2883;3738;3867;4039;4125,True;True;True;True;True;True;True;True;True;True;True,1096;1106;1547;2116;2403;2422;2968;3853;3991;4171;4258,1758;1774;2473;3391;3392;3849;3850;3881;3882;4785;4786;6292;6525;6825;6826;6968;6969,2493;2523;2524;3563;4982;4983;5597;5598;5638;5639;6977;6978;9357;9720;9721;10204;10205;10419;10420,2493;2523;3563;4982;5597;5638;6977;9357;9720;10204;10420,,
sp|P00817|IPYR_YEAST,sp|P00817|IPYR_YEAST,16,16,16,,1,16,16,16,12,11,12,11,12,11,72.1,72.1,72.1,32.299,287,287,0,94.112,28.285,17.559,87.977,5,5,Plateau,28.285,NaN,17.559,NaN,87.977,NaN,5,0,5,0,Plateau,Median,53.3,60.3,156420000,803340,155620000,87083000,803340,86280000,69337000,0,69337000,,,,27,45;58;275;479;647;829;1681;1900;1901;2010;2707;3380;3816;3960;4261;4305,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,45;58;279;493;662;849;1722;1949;1950;2061;2791;3486;3935;3936;4087;4399;4444,79;80;81;99;100;460;809;1081;1368;2761;3110;3111;3287;3288;4501;4502;5624;5625;6431;6432;6433;6434;6679;6680;7205;7286,114;115;116;117;118;141;142;143;642;643;1165;1549;1952;4023;4541;4542;4779;4780;4781;4782;6589;6590;8173;8174;8175;9584;9585;9586;9587;9588;9589;9929;9930;9931;9932;10777;10905,118;141;642;1165;1549;1952;4023;4541;4542;4781;6590;8174;9584;9929;10777;10905,,
sp|P00830|ATPB_YEAST,sp|P00830|ATPB_YEAST,8,8,8,,1,8,8,8,5,7,5,7,5,7,20,20,20,54.793,511,511,0,30.248,2.7807,4.4682,31.947,5,5,Median,5.2993,2.7807,6.2218,4.4682,49.952,12.254,2,3,2,3,Median,Median,12.9,18.2,56545000,2613000,53932000,29131000,1853200,27278000,27414000,759790,26654000,,,,28,946;1459;1575;3784;3833;3834;4008;4083,True;True;True;True;True;True;True;True,970;1494;1611;3899;3956;3957;4139;4216,1554;1555;2385;2386;2572;2573;6368;6369;6467;6468;6773;6905,2187;2188;3429;3430;3717;3718;9473;9474;9635;9636;10106;10330;10331,2187;3429;3718;9473;9635;9636;10106;10330,,
sp|P00890|CISY1_YEAST,sp|P00890|CISY1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2.5,53.359,479,479,0,2.3363,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.5,2.5,2018000,0,2018000,960180,0,960180,1057900,0,1057900,,,,29,1630,TRUE,1668,2674;2675,3881;3882,3881,,
sp|P00899|TRPE_YEAST,sp|P00899|TRPE_YEAST,2,2,2,,1,2,2,2,2,2,2,2,2,2,5.9,5.9,5.9,56.767,507,507,0,6.8045,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.9,5.9,9064000,0,9064000,4687200,0,4687200,4376900,0,4376900,,,,30,2684;3704,True;True,2768;3819,4463;4464;6237;6238,6537;6538;9270;9271,6537;9270,,
sp|P00924|ENO1_YEAST,sp|P00924|ENO1_YEAST,26,7,7,,1,26,7,7,20,24,5,7,5,7,71.9,28.8,28.8,46.816,437,437,0,42.144,3.4943,3.9386,70.572,4,4,Median,NaN,4.8126,NaN,3.8797,NaN,72.247,1,3,1,3,Median,Median,60.6,63.4,101610000,4827300,96786000,43836000,427760,43408000,57777000,4399500,53377000,,,,31,4;5;1247;1248;1304;1457;1473;1688;1843;2047;2216;2944;3037;3038;3043;3179;3180;3495;3496;3527;3578;3748;4071;4211;4212;4243,False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True,4;5;1279;1280;1336;1492;1508;1729;1886;2098;2274;3030;3125;3126;3131;3277;3278;3605;3606;3637;3688;3863;4204;4347;4348;4380,9;10;11;12;13;14;2046;2047;2126;2381;2382;2408;2409;2769;2770;3011;3012;3349;3350;3650;3651;3652;4876;5027;5028;5029;5030;5031;5036;5037;5038;5278;5279;5828;5829;5830;5831;5832;5833;5890;5891;5977;5978;5979;6307;6885;6886;7117;7118;7119;7168;7169,14;15;16;17;18;19;20;21;22;23;2910;2911;3014;3423;3424;3425;3426;3465;3466;3467;4035;4036;4368;4369;4878;4879;4880;5346;5347;5348;5349;5350;7103;7321;7322;7323;7324;7325;7326;7327;7328;7329;7337;7338;7339;7340;7341;7342;7668;7669;8481;8482;8483;8484;8485;8486;8487;8488;8489;8490;8491;8492;8493;8494;8566;8567;8568;8569;8712;8713;8714;8715;8716;8717;8718;8719;9384;10300;10301;10302;10303;10304;10305;10306;10307;10308;10309;10310;10645;10646;10647;10648;10649;10720;10721,14;23;2910;2911;3014;3424;3466;4035;4369;4879;5347;7103;7323;7329;7342;7668;7669;8486;8490;8568;8719;9384;10306;10645;10646;10721,,
sp|P00925|ENO2_YEAST,sp|P00925|ENO2_YEAST,51,51,32,,1,51,51,32,41,46,41,46,26,29,95.2,95.2,60.2,46.914,437,437,0,323.31,250.99,230.69,139.02,48,47,Linear,195.39,354.67,260.76,246.46,132.91,147.76,25,23,24,23,Linear,Linear,86.3,86.7,4791800000,49862000,4742000000,1931700000,17489000,1914200000,2860200000,32373000,2827800000,,,,32,0;1;4;5;21;345;346;468;511;723;724;1247;1248;1302;1305;1306;1413;1457;1473;1688;1843;2048;2049;2215;2723;2724;3037;3038;3043;3179;3180;3242;3243;3254;3259;3495;3496;3525;3526;3579;3580;3748;3994;4071;4072;4211;4212;4244;4245;4276;4277,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,0;1;4;5;21;352;353;482;525;741;742;1279;1280;1334;1337;1338;1339;1448;1492;1508;1729;1886;2099;2100;2101;2102;2273;2807;2808;3125;3126;3131;3277;3278;3341;3342;3343;3355;3360;3361;3605;3606;3635;3636;3689;3690;3691;3692;3863;4125;4204;4205;4347;4348;4381;4382;4383;4414;4415,0;1;2;3;4;9;10;11;12;13;14;41;572;573;574;788;789;790;791;853;854;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;2046;2047;2124;2127;2128;2129;2130;2131;2320;2321;2381;2382;2408;2409;2769;2770;3011;3012;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360;3361;3362;3363;3364;3365;3366;3367;3368;3369;3370;3645;3646;3647;3648;3649;4525;4526;4527;4528;4529;4530;4531;4532;5027;5028;5029;5030;5031;5036;5037;5038;5278;5279;5391;5392;5393;5394;5395;5415;5422;5423;5424;5828;5829;5830;5831;5832;5833;5885;5886;5887;5888;5889;5980;5981;5982;5983;5984;5985;5986;5987;5988;5989;5990;5991;5992;5993;5994;5995;5996;5997;5998;5999;6000;6001;6002;6003;6004;6005;6006;6007;6008;6009;6010;6307;6753;6754;6885;6886;6887;7117;7118;7119;7170;7171;7172;7173;7174;7175;7176;7232;7233;7234;7235;7236,0;1;2;3;4;5;6;7;8;9;14;15;16;17;18;19;20;21;22;23;59;60;831;832;833;834;835;1128;1129;1130;1131;1132;1133;1134;1135;1221;1222;1223;1224;1225;1226;1227;1228;1229;1690;1691;1692;1693;1694;1695;1696;1697;1698;1699;1700;1701;1702;1703;1704;1705;1706;1707;1708;1709;1710;1711;1712;1713;1714;1715;1716;1717;1718;1719;1720;1721;1722;1723;1724;1725;2910;2911;3011;3012;3015;3016;3017;3018;3019;3020;3021;3022;3023;3024;3025;3331;3332;3423;3424;3425;3426;3465;3466;3467;4035;4036;4368;4369;4881;4882;4883;4884;4885;4886;4887;4888;4889;4890;4891;4892;4893;4894;4895;4896;4897;4898;4899;4900;4901;4902;4903;4904;4905;4906;4907;4908;4909;4910;4911;4912;4913;4914;4915;4916;4917;4918;4919;4920;4921;4922;4923;4924;4925;4926;4927;4928;4929;4930;4931;4932;4933;4934;4935;4936;4937;4938;4939;4940;4941;4942;4943;4944;4945;4946;4947;5332;5333;5334;5335;5336;5337;5338;5339;5340;5341;5342;5343;5344;5345;6621;6622;6623;6624;6625;6626;6627;6628;6629;6630;6631;6632;6633;6634;6635;6636;6637;6638;6639;6640;6641;6642;6643;6644;6645;6646;6647;6648;6649;7321;7322;7323;7324;7325;7326;7327;7328;7329;7337;7338;7339;7340;7341;7342;7668;7669;7841;7842;7843;7844;7845;7846;7847;7848;7849;7878;7885;7886;7887;7888;8481;8482;8483;8484;8485;8486;8487;8488;8489;8490;8491;8492;8493;8494;8554;8555;8556;8557;8558;8559;8560;8561;8562;8563;8564;8565;8720;8721;8722;8723;8724;8725;8726;8727;8728;8729;8730;8731;8732;8733;8734;8735;8736;8737;8738;8739;8740;8741;8742;8743;8744;8745;8746;8747;8748;8749;8750;8751;8752;8753;8754;8755;8756;8757;8758;8759;8760;8761;8762;8763;8764;8765;8766;8767;8768;8769;8770;8771;8772;8773;8774;8775;8776;8777;8778;8779;8780;8781;8782;8783;8784;8785;8786;8787;8788;8789;8790;8791;8792;8793;8794;8795;8796;8797;8798;8799;8800;8801;8802;8803;8804;8805;8806;8807;8808;8809;8810;8811;8812;8813;8814;8815;8816;8817;8818;8819;8820;8821;8822;8823;8824;8825;8826;8827;8828;8829;8830;8831;8832;8833;9384;10083;10084;10300;10301;10302;10303;10304;10305;10306;10307;10308;10309;10310;10311;10645;10646;10647;10648;10649;10722;10723;10724;10725;10726;10727;10728;10729;10730;10731;10732;10733;10734;10735;10736;10737;10738;10739;10740;10741;10742;10743;10821;10822;10823;10824;10825;10826;10827;10828;10829,2;7;14;23;60;832;835;1134;1228;1690;1710;2910;2911;3012;3015;3023;3331;3424;3466;4035;4369;4881;4940;5343;6633;6635;7323;7329;7342;7668;7669;7842;7843;7878;7887;8486;8490;8558;8563;8721;8797;9384;10083;10306;10311;10645;10646;10724;10741;10824;10825,17;18;19;20;21,49;63;116;184;287
sp|P00927|THDH_YEAST,sp|P00927|THDH_YEAST,3,3,3,,1,3,3,3,3,1,3,1,3,1,10.9,10.9,10.9,63.83,576,576,0,25.257,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,10.9,4.7,16883000,669000,16214000,8709200,669000,8040200,8173900,0,8173900,,,,33,1446;1903;1962,True;True;True,1481;1952;2012,2367;3114;3208;3209;3210,3403;4546;4677;4678;4679,3403;4546;4678,,
sp|P00931|TRP_YEAST,sp|P00931|TRP_YEAST,11,11,11,,1,11,11,11,6,10,6,10,6,10,27.2,27.2,27.2,76.625,707,707,0,80.517,1.7052,2.3787,235.06,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,17.1,24.9,71439000,2254300,69184000,30167000,2194000,27973000,41272000,60245,41212000,,,,34,104;1062;1063;1481;1559;2154;2185;2453;2719;3150;3305,True;True;True;True;True;True;True;True;True;True;True,105;1088;1089;1516;1595;2211;2243;2520;2803;3246;3409,174;1746;1747;2421;2550;3545;3546;3594;3595;4064;4519;4520;5225;5226;5497;5498,250;2478;2479;3483;3676;5187;5188;5256;5257;5942;5943;6612;6613;6614;7583;7584;7585;7994;7995,250;2478;2479;3483;3676;5188;5257;5942;6613;7584;7995,,
sp|P00937|TRPG_YEAST,sp|P00937|TRPG_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,4.3,4.3,4.3,53.489,484,484,0,3.3287,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.3,0,1492800,0,1492800,1492800,0,1492800,0,0,0,,,,35,458;825,True;True,472;845,775;1362,1112;1941,1112;1941,,
sp|P00942|TPIS_YEAST,sp|P00942|TPIS_YEAST,19,19,19,,1,19,19,19,10,17,10,17,10,17,83.1,83.1,83.1,26.795,248,248,0,145.4,269.8,368.66,169.74,13,13,Linear,11.581,150.45,17.406,148.17,137.37,181.5,4,9,4,9,Median,Linear,43.5,83.1,809470000,8859600,800610000,287270000,2911600,284360000,522200000,5948000,516250000,,,,36,46;77;384;385;394;395;396;758;997;998;1543;1829;2828;2854;3502;3671;3672;4252;4253,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,46;78;396;397;398;407;408;409;776;1023;1024;1578;1872;2913;2939;3612;3786;3787;4390;4391,82;83;133;648;649;650;651;652;667;668;669;670;671;1255;1256;1642;1643;1644;2523;2989;4695;4733;5842;5843;6185;6186;6187;6188;7187;7188;7189;7190;7191,119;120;121;122;192;193;194;195;196;935;936;937;938;939;940;941;942;962;963;964;965;966;967;968;969;970;971;972;973;974;975;976;977;978;979;980;1795;1796;2316;2317;2318;2319;2320;2321;3629;4342;4343;6871;6915;8505;8506;9191;9192;9193;9194;9195;9196;9197;10756;10757;10758;10759;10760;10761;10762,119;192;937;939;965;967;980;1796;2316;2317;3629;4342;6871;6915;8505;9191;9192;10756;10761,,
sp|P00950|PMG1_YEAST,sp|P00950|PMG1_YEAST,23,23,23,,1,23,23,23,17,19,17,19,17,19,68.4,68.4,68.4,27.608,247,247,0,121.42,214.95,141.63,108.38,13,13,Linear,112.44,79.131,87.52,67.145,128.13,98.806,4,9,4,9,Linear,Median,60.3,66.8,1155300000,5861500,1149500000,367730000,1843900,365890000,787590000,4017600,783570000,,,,37,74;75;229;1053;1107;1259;1260;1342;1895;2169;2202;2203;2262;2307;2380;2627;2628;2744;3162;3163;3792;3793;4219,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,75;76;233;1079;1134;1291;1292;1376;1944;2226;2260;2261;2320;2366;2439;2707;2708;2828;3260;3261;3907;3908;3909;3910;4355,127;128;129;130;131;382;383;1734;1818;2062;2063;2064;2065;2066;2201;2202;3101;3102;3103;3571;3621;3622;3623;3624;3721;3790;3791;3910;3911;4362;4363;4364;4365;4564;5254;5255;6380;6381;6382;6383;6384;6385;6386;6387;6388;7127;7128,183;184;185;186;187;188;189;190;533;534;535;536;537;2459;2460;2461;2582;2583;2584;2933;2934;2935;2936;2937;2938;2939;2940;2941;3162;3163;3164;3165;3166;3167;3168;4527;4528;4529;4530;4531;4532;5216;5299;5300;5301;5302;5303;5438;5439;5519;5520;5521;5522;5523;5524;5525;5526;5527;5686;5687;5688;5689;5690;5691;5692;5693;6366;6367;6368;6369;6370;6371;6372;6373;6374;6375;6376;6377;6378;6685;7630;7631;7632;9488;9489;9490;9491;9492;9493;9494;9495;9496;9497;9498;9499;9500;9501;9502;9503;9504;9505;9506;9507;10661;10662;10663;10664;10665,183;189;534;2460;2582;2933;2940;3166;4529;5216;5299;5303;5438;5525;5686;6372;6377;6685;7630;7632;9490;9500;10661,22,178
sp|P00958|SYMC_YEAST,sp|P00958|SYMC_YEAST,7,7,7,,1,7,7,7,5,4,5,4,5,4,10,10,10,85.677,751,751,0,22.207,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,8.5,7.3,18195000,248450,17947000,3465400,248450,3216900,14730000,0,14730000,,,,38,113;114;1959;2221;3169;4123;4124,True;True;True;True;True;True;True,114;115;2009;2279;3267;4256;4257,189;190;3204;3658;3659;5263;6965;6966;6967,272;273;4673;5356;5357;7646;10416;10417;10418,272;273;4673;5357;7646;10416;10418,,
sp|P01120|RAS2_YEAST,sp|P01120|RAS2_YEAST,3,3,3,,1,3,3,3,3,1,3,1,3,1,13.4,13.4,13.4,34.705,322,322,0,9.0071,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,13.4,3.7,3848200,0,3848200,3848200,0,3848200,0,0,0,,,,39,2722;2833;3607,True;True;True,2806;2918;3720,4524;4702;4703;6067,6620;6879;6880;8971,6620;6880;8971,,
sp|P01123|YPT1_YEAST,sp|P01123|YPT1_YEAST,3,3,3,,1,3,3,3,3,3,3,3,3,3,17.5,17.5,17.5,23.214,206,206,0,5.1536,3.8301,5.7638,71.499,4,4,Median,3.8301,4.0712,8.5029,3.282,42.309,66.962,2,2,2,2,Median,Median,17.5,17.5,17547000,1481400,16065000,7607900,703830,6904100,9938900,777560,9161400,,,,40,2161;2528;3033,True;True;True,2218;2606;3121,3556;3557;4199;4200;5016;5017,5199;5200;6126;6127;7308;7309,5199;6127;7308,,
sp|P02293|H2B1_YEAST,sp|P02293|H2B1_YEAST,12,12,1,,1,12,12,1,8,12,8,12,1,1,63.4,63.4,9.2,14.252,131,131,0,82.12,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,58,63.4,230090000,0,230090000,76338000,0,76338000,153750000,0,153750000,,,,41,381;874;956;957;1321;1852;2861;3311;3312;3428;3429;4026,True;True;True;True;True;True;True;True;True;True;True;True,393;894;981;982;1355;1895;2946;3415;3416;3417;3536;3537;4158,644;645;1437;1438;1575;1576;1577;1578;2160;2161;2162;3023;4745;4746;4747;5509;5510;5511;5512;5705;5706;6804;6805,930;931;2042;2043;2226;2227;2228;2229;2230;2231;2232;3057;3058;3059;3060;4384;6930;6931;6932;6933;8009;8010;8011;8012;8271;8272;10176;10177;10178;10179,931;2043;2226;2231;3058;4384;6933;8009;8012;8271;8272;10176,23,63
sp|P02294|H2B2_YEAST,sp|P02294|H2B2_YEAST,12,1,1,,1,12,1,1,8,12,1,1,1,1,63.4,9.2,9.2,14.237,131,131,0,2.6918,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,58,63.4,5929000,0,5929000,1171500,0,1171500,4757500,0,4757500,,,,42,874;956;957;1321;1852;2861;3311;3312;3428;3429;4026;4101,False;False;False;False;False;False;False;False;False;False;False;True,894;981;982;1355;1895;2946;3415;3416;3417;3536;3537;4158;4234,1437;1438;1575;1576;1577;1578;2160;2161;2162;3023;4745;4746;4747;5509;5510;5511;5512;5705;5706;6804;6805;6932;6933,2042;2043;2226;2227;2228;2229;2230;2231;2232;3057;3058;3059;3060;4384;6930;6931;6932;6933;8009;8010;8011;8012;8271;8272;10176;10177;10178;10179;10368;10369;10370,2043;2226;2231;3058;4384;6933;8009;8012;8271;8272;10176;10369,23,63
sp|P02309|H4_YEAST,sp|P02309|H4_YEAST,3,3,3,,1,3,3,3,3,2,3,2,3,2,42.7,42.7,42.7,11.368,103,103,0,16.678,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,42.7,32,41641000,0,41641000,23260000,0,23260000,18382000,0,18382000,,,,43,2960;3005;3168,True;True;True,3046;3092;3266,4902;4903;4974;5261;5262,7146;7147;7148;7249;7641;7642;7643;7644;7645,7148;7249;7641,,
sp|P02400|RLA4_YEAST,sp|P02400|RLA4_YEAST,5,5,5,,1,5,5,5,4,3,4,3,4,3,86.4,86.4,86.4,11.05,110,110,0,14.41,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,63.6,61.8,68324000,545000,67779000,35836000,0,35836000,32488000,545000,31943000,,,,44,508;1011;1277;1753;4350,True;True;True;True;True,522;1037;1309;1794;4489,849;1664;2090;2091;2869;2870;7358,1215;2358;2970;2971;2972;4165;4166;4167;4168;10999,1215;2358;2970;4165;10999,,
