Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P41818|GLC8_YEAST,sp|P41818|GLC8_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,6.1,6.1,6.1,26.649,229,229,0,2.4249,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,6.1,0,756890,0,756890,756890,0,756890,0,0,0,,,,582,746,TRUE,768,1108,1579,1579,,
sp|P41911|GPD2_YEAST,sp|P41911|GPD2_YEAST,2,1,1,,1,2,1,1,2,1,1,0,1,0,7.5,4.1,4.1,49.421,440,440,0,5.69,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.5,3.4,1421900,0,1421900,1421900,0,1421900,0,0,0,,,,583,1480;4343,True;False,1520;4492,2199;6634;6635,3163;9727;9728,3163;9727,,
sp|P41920|YRB1_YEAST,sp|P41920|YRB1_YEAST,9,9,9,,1,9,9,9,6,4,6,4,6,4,40.3,40.3,40.3,22.953,201,201,0,25.889,5.7738,7.0564,93.968,4,4,Median,5.7738,7.8576,7.0564,4.6235,38.697,152.33,2,2,2,2,Median,Median,32.8,18.4,23381000,597300,22784000,15793000,222540,15570000,7588200,374760,7213400,,,,584,850;1774;1783;2107;3520;3853;3854;3855;4041,True;True;True;True;True;True;True;True;True,876;1822;1831;2162;3637;3982;3983;3984;4181,1270;2627;2638;2639;3126;3127;5302;5871;5872;5873;6167,1826;3824;3825;3839;3840;3841;4526;4527;7611;8589;8590;8591;8592;9039,1826;3824;3839;4527;7611;8589;8590;8592;9039,,
sp|P41921|GSHR_YEAST,sp|P41921|GSHR_YEAST,4,4,4,,1,4,4,4,4,1,4,1,4,1,12.4,12.4,12.4,53.44,483,483,0,13.133,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,12.4,1.9,8834200,0,8834200,7275900,0,7275900,1558300,0,1558300,,,,585,1028;1693;2047;4042,True;True;True;True,1058;1737;2102;4182,1527;2507;2508;3040;6168,2192;3629;3630;4402;4403;9040;9041,2192;3629;4402;9040,,
sp|P41940|MPG1_YEAST,sp|P41940|MPG1_YEAST,17,17,17,,1,17,17,17,9,12,9,12,9,12,53.7,53.7,53.7,39.565,361,361,0,81.795,9.8282,3.4903,188,4,4,Median,37.588,NaN,3.6407,NaN,229.61,NaN,3,1,3,1,Plateau,Median,32.4,38,182040000,996110,181040000,76769000,538200,76230000,105270000,457910,104810000,,,,586,625;642;847;890;948;1305;1497;1498;1499;1675;1849;2577;3340;3630;4202;4203;4521,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,642;659;873;916;976;1340;1537;1538;1539;1719;1897;2652;3448;3751;4348;4349;4675,933;957;958;1267;1319;1408;1919;1920;2223;2224;2225;2482;2734;2735;3851;5034;5035;5466;6425;6426;6910,1326;1327;1366;1367;1823;1889;2009;2757;2758;2759;2760;3204;3205;3206;3207;3208;3209;3596;3956;3957;5547;7219;7220;7221;7838;9438;9439;9440;10137,1326;1366;1823;1889;2009;2757;3204;3205;3208;3596;3957;5547;7221;7838;9438;9440;10137,,
sp|P42846|KRI1_YEAST,sp|P42846|KRI1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.9,2.9,2.9,68.653,591,591,0,3.5534,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.9,2.9,1472700,0,1472700,746820,0,746820,725900,0,725900,,,,587,3902,TRUE,4033,5950;5951,8697;8698,8697,,
sp|P42943|TCPH_YEAST,sp|P42943|TCPH_YEAST,2,2,2,,1,2,2,2,2,2,2,2,2,2,3.3,3.3,3.3,59.735,550,550,0,2.1607,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.3,3.3,4174900,0,4174900,2514100,0,2514100,1660800,0,1660800,,,,588,504;2969,True;True,520;3066,752;753;4487;4488,1070;1071;6458;6459;6460,1071;6460,,
sp|P42949|TIM16_YEAST,sp|P42949|TIM16_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,10.1,10.1,10.1,16.216,149,149,0,3.7523,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,10.1,0,539590,0,539590,539590,0,539590,0,0,0,,,,589,113,TRUE,114,169,241,241,,
sp|P43123|UAP1_YEAST,sp|P43123|UAP1_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,5,5,5,53.475,477,477,0,1.6821,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,Median,Median,2.5,2.5,9757900,358060,9399800,8934700,358060,8576700,823150,0,823150,,,,590,846;1390,True;True,872;1429,1266;2062,1821;1822;2993,1821;2993,,
sp|P43535|GCN20_YEAST,sp|P43535|GCN20_YEAST,3,3,3,,1,3,3,3,2,2,2,2,2,2,4.8,4.8,4.8,85.026,752,752,0,4.2591,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.1,2.9,7567400,0,7567400,3788000,0,3788000,3779300,0,3779300,,,,591,293;395;2653,True;True;True,298;410;2739,437;592;593;3988,619;861;862;5737,619;862;5737,,
sp|P43588|RPN11_YEAST,sp|P43588|RPN11_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,11.4,11.4,11.4,34.398,306,306,0,2.16,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,11.4,0,3397100,0,3397100,3397100,0,3397100,0,0,0,,,,592,2548;3271,True;True,2621;3378,3806;4936,5495;7075,5495;7075,,
sp|P43593|UBP6_YEAST,sp|P43593|UBP6_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.2,2.2,2.2,57.11,499,499,0.0041379,1.0019,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,2.2,834770,0,834770,0,0,0,834770,0,834770,,,,593,92,TRUE,93,136,194,194,,
sp|P43616|DUG1_YEAST,sp|P43616|DUG1_YEAST,6,6,6,,1,6,6,6,4,5,4,5,4,5,14.1,14.1,14.1,52.871,481,481,0,38.713,5.2051,0.40128,223.37,4,4,Median,5.2051,5.334,0.077198,3.4069,9.1575,78.542,2,2,2,2,Median,Median,10.4,11.9,38006000,2358400,35648000,18692000,1128000,17564000,19315000,1230400,18084000,,,,594,1086;1439;1440;1569;2028;3316,True;True;True;True;True;True,1116;1479;1480;1609;2083;3423,1614;1615;2136;2137;2138;2324;3013;4997;4998,2330;2331;2332;2333;3080;3081;3082;3083;3345;4363;7159;7160,2333;3080;3082;3345;4363;7160,,
sp|P43621|COPD_YEAST,sp|P43621|COPD_YEAST,3,3,3,,1,3,3,3,2,2,2,2,2,2,6,6,6,60.627,546,546,0,5.091,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,4.4,4.2,2618000,138800,2479200,1050700,138800,911950,1567300,0,1567300,,,,595,1964;2200;3789,True;True;True,2019;2258;3917,2916;3263;5767;5768,4240;4736;8416;8417;8418,4240;4736;8417,,
sp|P46367|ALDH4_YEAST,sp|P46367|ALDH4_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,7.1,7.1,7.1,56.723,519,519,0,8.6353,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.7,4.4,2906900,0,2906900,856710,0,856710,2050200,0,2050200,,,,596,1403;3990,True;True,1443;4127,2083;6095,3017;8927,3017;8927,,
sp|P46654|RSSA2_YEAST,sp|P46654|RSSA2_YEAST,10,3,3,,1,10,3,3,1,10,0,3,0,3,48,16.3,16.3,27.962,252,252,0,13.913,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,9.9,48,49491000,167370,49323000,0,0,0,49491000,167370,49323000,,,,597,997;998;1148;1519;1522;1523;2473;2849;2850;3407,False;False;False;False;True;True;True;False;False;False,1025;1026;1180;1559;1562;1563;2540;2945;2946;3519,1476;1477;1478;1479;1704;2255;2259;2260;2261;3667;4311;4312;4313;5142,2104;2105;2106;2107;2108;2109;2110;2111;2112;2452;3248;3249;3256;3257;3258;3259;5288;6228;6229;6230;6231;7393,2104;2107;2452;3249;3256;3258;5288;6228;6231;7393,,
sp|P46655|SYEC_YEAST,sp|P46655|SYEC_YEAST,13,13,13,,1,13,13,13,8,8,8,8,8,8,22,22,22,80.842,708,708,0,53.424,5.4914,2.6919,160.02,8,7,Median,5.4914,3.4172,2.6919,3.6691,172.06,170.95,4,4,4,3,Median,Median,15.7,11.2,51225000,4166000,47059000,17968000,590300,17378000,33257000,3575700,29682000,,,,598,513;950;999;1000;1443;1481;1701;1830;2016;2396;2559;3399;4438,True;True;True;True;True;True;True;True;True;True;True;True;True,529;978;1027;1028;1483;1521;1745;1878;2071;2460;2634;3511;4591,768;1411;1480;1481;1482;1483;2142;2200;2518;2708;2994;2995;3549;3827;3828;5132;6781;6782,1101;2012;2113;2114;2115;2116;3087;3164;3641;3927;4342;4343;5136;5520;5521;7381;9956;9957;9958,1101;2012;2113;2115;3087;3164;3641;3927;4342;5136;5521;7381;9956,,
sp|P46672|ARC1_YEAST,sp|P46672|ARC1_YEAST,10,10,10,,1,10,10,10,9,5,9,5,9,5,35.6,35.6,35.6,42.083,376,376,0,51.558,4.2244,4.0727,68.737,4,4,Median,4.4741,NaN,4.3554,NaN,83.278,NaN,3,1,3,1,Median,Median,34,15.4,63156000,822820,62333000,31930000,630120,31300000,31226000,192700,31033000,,,,599,213;709;1049;2072;3219;3547;4005;4057;4058;4078,True;True;True;True;True;True;True;True;True;True,217;729;1079;2127;3322;3666;4144;4198;4199;4219,312;1053;1555;1556;3079;4851;5343;6120;6121;6198;6199;6200;6230;6231,434;1495;2238;2239;2240;4452;6958;7675;8969;8970;8971;9079;9080;9081;9082;9122;9123;9124,434;1495;2240;4452;6958;7675;8970;9079;9082;9123,,
sp|P46682|AP3B_YEAST,sp|P46682|AP3B_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,1.9,1.9,1.9,91.606,809,809,0,3.3883,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.9,0,1141500,0,1141500,1141500,0,1141500,0,0,0,,,,600,4037,TRUE,4177,6163,9034,9034,,
sp|P46969|RPE_YEAST,sp|P46969|RPE_YEAST,2,2,2,,1,2,2,2,2,1,2,1,2,1,20.6,20.6,20.6,25.967,238,238,0,10.524,4.0249,4.907,1.0916,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,20.6,9.7,8199000,359830,7839200,6007500,214740,5792800,2191500,145100,2046400,,,,601,143;4163,True;True,145;4308,215;6366;6367,303;9337;9338,303;9338,,
sp|P46990|RL17B_YEAST,sp|P46990|RL17B_YEAST,20,20,2,,1,20,20,2,8,19,8,19,0,2,78.3,78.3,8.7,20.551,184,184,0,112.18,36.388,13.895,137.04,10,10,Median,20.628,36.388,2.8473,14.012,223.72,94.121,2,8,2,8,Median,Median,45.7,78.3,363980000,2726100,361250000,80316000,620570,79696000,283660000,2105500,281550000,,,,602,222;381;839;1113;1168;1169;1598;2525;2526;2527;2824;2825;3047;3182;3183;3619;3620;4484;4539;4540,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,226;396;864;1144;1202;1203;1639;2592;2593;2594;2920;2921;3144;3282;3283;3740;3741;4638;4693;4694,322;569;1250;1251;1655;1732;1733;1734;1735;2370;3749;3750;3751;3752;3753;4261;4262;4263;4264;4265;4266;4603;4798;4799;5450;5451;5452;5453;6855;6934;6935,451;823;1804;1805;1806;2381;2496;2497;2498;2499;2500;2501;2502;2503;2504;2505;2506;2507;2508;2509;2510;3419;5417;5418;5419;5420;5421;5422;5423;6136;6137;6138;6139;6140;6141;6142;6143;6144;6145;6146;6603;6883;6884;6885;6886;7819;7820;7821;7822;7823;10058;10059;10060;10169;10170,451;823;1804;2381;2503;2509;3419;5418;5420;5422;6136;6146;6603;6883;6885;7820;7822;10059;10169;10170,,
sp|P47018|MTC1_YEAST,sp|P47018|MTC1_YEAST,3,3,3,,1,3,3,3,2,1,2,1,2,1,8.4,8.4,8.4,53.477,478,478,0,5.8836,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.4,2.9,2798300,0,2798300,2333800,0,2333800,464460,0,464460,,,,603,1604;1974;2106,True;True;True,1645;2029;2161,2377;2933;3125,3428;4261;4525,3428;4261;4525,,
sp|P47019|ALB1_YEAST,sp|P47019|ALB1_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,12.6,12.6,12.6,19.287,175,175,0.0014472,1.2455,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.6,8,1669700,0,1669700,825930,0,825930,843820,0,843820,,,,604,172;2277,True;True,174;2339,255;3378,358;4918;4919,358;4918,,
sp|P47035|NET1_YEAST,sp|P47035|NET1_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,0.8,0.8,0.8,128.53,1189,1189,0.0014514,1.2669,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,0.8,0,0,0,0,0,0,0,0,0,,,,605,3011,TRUE,3108,4551,6535,6535,,
sp|P47044|YJF5_YEAST,sp|P47044|YJF5_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,6.5,6.5,6.5,26.864,245,245,0,1.3128,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,6.5,6.5,5398200,0,5398200,2254000,0,2254000,3144200,0,3144200,,,,606,310,TRUE,315,459;460,650;651,650,,
sp|P47047|MTR4_YEAST,sp|P47047|MTR4_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,3.4,3.4,3.4,122.05,1073,1073,0.0040984,0.98383,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.5,2,1179900,0,1179900,351790,0,351790,828090,0,828090,,,,607,312;2641,True;True,317;2727,463;3967,655;5712,655;5712,,
sp|P47079|TCPQ_YEAST,sp|P47079|TCPQ_YEAST,7,7,7,,1,7,7,7,5,5,5,5,5,5,19.9,19.9,19.9,61.662,568,568,0,28.131,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,13.6,14.6,14364000,0,14364000,9850300,0,9850300,4513800,0,4513800,,,,608,1586;2253;2922;3411;4010;4221;4500,True;True;True;True;True;True;True,1626;2314;3019;3523;4149;4367;4654,2346;3339;3340;4421;4422;5146;5147;6128;6455;6879,3381;3382;4840;4841;6369;6370;7397;7398;8984;9479;10099;10100,3381;4841;6370;7398;8984;9479;10099,,
sp|P47089|DENR_YEAST,sp|P47089|DENR_YEAST,5,5,5,,1,5,5,5,4,1,4,1,4,1,28.8,28.8,28.8,22.495,198,198,0,7.0104,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,28.8,4.5,4759900,0,4759900,3708900,0,3708900,1051000,0,1051000,,,,609,1021;1972;2510;3725;4389,True;True;True;True;True,1050;2027;2577;3849;4538,1514;2931;3728;5645;6703,2170;4257;5389;8198;9834,2170;4257;5389;8198;9834,,
sp|P47117|ARP3_YEAST,sp|P47117|ARP3_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,8.5,8.5,8.5,49.541,449,449,0,7.4797,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,2.4,8.5,5048100,148340,4899800,1426700,0,1426700,3621400,148340,3473100,,,,610,1016;2128,True;True,1045;2185,1506;1507;3166,2151;2152;4609,2152;4609,,
sp|P47120|DOHH_YEAST,sp|P47120|DOHH_YEAST,4,4,4,,1,4,4,4,3,2,3,2,3,2,18.2,18.2,18.2,36.164,325,325,0,7.7459,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,15.7,6.8,9089800,0,9089800,4478300,0,4478300,4611500,0,4611500,,,,611,684;1740;3934;3950,True;True;True;True,703;1786;4065;4081,1020;2578;5995;5996;6021,1452;3762;8764;8765;8803,1452;3762;8765;8803,,
sp|P47122|GPN1_YEAST,sp|P47122|GPN1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,3.1,3.1,3.1,43.194,385,385,0,2.1572,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.1,3.1,1707300,0,1707300,662190,0,662190,1045100,0,1045100,,,,612,3691,TRUE,3813,5567;5568,8001;8002,8002,,
sp|P47143|ADK_YEAST,sp|P47143|ADK_YEAST,12,12,12,,1,12,12,12,10,8,10,8,10,8,44.7,44.7,44.7,36.372,340,340,0,60.663,5.0872,25.876,97.505,5,5,Linear,22.979,9.5583,28.142,7.2929,129.4,64.048,3,2,3,2,Plateau,Median,44.7,32.9,131440000,2386300,129060000,79612000,1846600,77765000,51832000,539640,51293000,,,,613,541;542;685;924;1134;1313;2114;2248;2530;3435;3948;4578,True;True;True;True;True;True;True;True;True;True;True;True,558;559;704;952;1166;1348;2169;2309;2597;3550;3551;4079;4732,809;810;811;812;1021;1371;1685;1686;1929;1930;3138;3139;3333;3757;3758;5180;5181;5182;5183;6017;6018;6987,1154;1155;1156;1157;1158;1159;1160;1161;1162;1453;1956;1957;2426;2427;2770;2771;2772;4544;4545;4832;5427;5428;7439;7440;7441;7442;7443;7444;8797;8798;8799;8800;10238,1154;1156;1453;1956;2426;2771;4545;4832;5428;7443;8800;10238,130,109
sp|P47160|ENT3_YEAST,sp|P47160|ENT3_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,2.5,2.5,2.5,45.091,408,408,0.009768,0.30758,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,2.5,0,476940,53997,422950,476940,53997,422950,0,0,0,,,,614,383,TRUE,398,571,825,825,,
sp|P48164|RS7B_YEAST,sp|P48164|RS7B_YEAST,17,17,10,,1,17,17,10,13,13,13,13,7,7,67.9,67.9,51.6,21.634,190,190,0,109.98,16.846,3.7959,197.13,6,5,Median,88.286,14.048,1.3094,16.254,120.71,37.673,3,3,3,2,Plateau,Median,48.9,67.9,307420000,2163800,305250000,116390000,741160,115650000,191020000,1422600,189600000,,,,615,70;306;307;753;754;1579;1744;2086;2087;2429;2445;3339;3732;3733;4173;4189;4190,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,70;311;312;775;776;1619;1790;2141;2142;2494;2512;3447;3856;3857;4318;4335;4336,106;454;455;1116;1117;1118;1119;2335;2336;2582;2583;3097;3098;3099;3600;3601;3627;5033;5655;5656;5657;5658;6379;6406;6407;6408;6409;6410,150;642;643;644;1589;1590;1591;1592;1593;1594;1595;1596;3358;3359;3360;3361;3766;3767;4477;4478;4479;4480;4481;4482;4483;5201;5202;5236;5237;5238;5239;7218;8215;8216;8217;8218;8219;8220;8221;9353;9354;9413;9414;9415;9416;9417;9418,150;642;643;1589;1593;3360;3766;4477;4483;5201;5236;7218;8215;8220;9353;9414;9416,,
sp|P48363|PFD3_YEAST,sp|P48363|PFD3_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,6.5,6.5,6.5,23.115,199,199,0.0041152,0.98986,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,6.5,6.5,1963100,0,1963100,1444500,0,1444500,518550,0,518550,,,,616,361,TRUE,374,543;544,787;788;789,789,,
sp|P48510|DSK2_YEAST,sp|P48510|DSK2_YEAST,2,2,2,,1,2,2,2,2,1,2,1,2,1,7.2,7.2,7.2,39.345,373,373,0,4.6374,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.2,5.4,5137800,0,5137800,3090500,0,3090500,2047300,0,2047300,,,,617,614;3403,True;True,631;3515,915;916;5137,1297;1298;1299;7387,1298;7387,,
sp|P48570|HOSC_YEAST,sp|P48570|HOSC_YEAST,5,1,1,,1,5,1,1,4,1,1,0,1,0,18.5,4,4,47.098,428,428,0,3.3946,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,12.6,5.8,3355400,1250900,2104500,3355400,1250900,2104500,0,0,0,,,,618,715;1513;2124;3192;4009,False;False;True;False;False,735;1553;2181;3292;4148,1060;2246;3161;4811;6127,1503;3237;4602;6901;8983,1503;3237;4602;6901;8983,,
sp|P48589|RS12_YEAST,sp|P48589|RS12_YEAST,7,7,7,,1,7,7,7,5,7,5,7,5,7,51.7,51.7,51.7,15.471,143,143,0,44.536,40.618,19.216,154.64,4,4,Median,45.554,33.778,6.2879,25.773,208.33,91.863,2,2,2,2,Median,Median,42.7,51.7,238380000,1552800,236820000,105120000,1029400,104090000,133260000,523430,132740000,,,,619,2461;2853;2945;3675;3676;3985;4359,True;True;True;True;True;True;True,2528;2949;3042;3797;3798;4122;4508,3650;3651;4317;4318;4456;4457;5542;5543;6087;6088;6657;6658,5266;5267;5268;6235;6236;6407;6408;6409;6410;6411;6412;6413;6414;7951;7952;7953;7954;8918;8919;9757;9758;9759;9760,5268;6236;6412;7952;7954;8919;9760,,
sp|P48836|VATG_YEAST,sp|P48836|VATG_YEAST,6,6,6,,1,6,6,6,3,4,3,4,3,4,48.2,48.2,48.2,12.713,114,114,0,16.312,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,36.8,32.5,30572000,0,30572000,12380000,0,12380000,18192000,0,18192000,,,,620,869;904;1570;1734;3701;3702,True;True;True;True;True;True,895;930;1610;1780;3823;3824,1291;1339;2325;2567;2568;5587;5588,1853;1912;3346;3746;3747;3748;3749;8031;8032,1853;1912;3346;3746;8031;8032,,
sp|P48837|NUP57_YEAST,sp|P48837|NUP57_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,1.7,1.7,1.7,57.498,541,541,0.0097919,0.32401,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.7,0,335220,0,335220,335220,0,335220,0,0,0,,,,621,2728,TRUE,2818,4098,5898,5898,,
sp|P49089|ASNS1_YEAST,sp|P49089|ASNS1_YEAST,12,12,10,,1,12,12,10,8,5,8,5,6,5,34.4,34.4,25.9,64.47,572,572,0,26.255,0.64002,0.57126,89.857,2,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,0,Median,Median,26.9,10.1,26386000,1862000,24524000,19262000,998990,18263000,7124000,863020,6261000,,,,622,83;115;369;435;436;1374;1676;2160;2628;2812;3077;3933,True;True;True;True;True;True;True;True;True;True;True;True,84;116;382;451;452;1412;1720;2217;2712;2908;3175;4064,124;171;554;651;652;653;2038;2483;3208;3946;4242;4648;5994,178;243;803;930;931;932;933;934;2949;3597;4665;5680;6114;6670;6671;8763,178;243;803;931;933;2949;3597;4665;5680;6114;6670;8763,,
sp|P49090|ASNS2_YEAST,sp|P49090|ASNS2_YEAST,10,8,8,,1,10,8,8,6,7,4,7,4,7,27.1,18.5,18.5,64.592,572,572,0,15.999,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,17.5,15.7,23548000,90865,23457000,9991600,90865,9900700,13556000,0,13556000,,,,623,82;114;1027;1676;2159;2628;3534;3579;3651;3652,True;True;True;False;True;False;True;True;True;True,83;115;1057;1720;2216;2712;3652;3698;3772;3773,122;123;170;1525;1526;2483;3207;3946;5323;5387;5501;5502;5503,176;177;242;2189;2190;2191;3597;4664;5680;7642;7643;7726;7888;7889;7890;7891,177;242;2190;3597;4664;5680;7643;7726;7888;7889,,
sp|P49166|RL37A_YEAST,sp|P49166|RL37A_YEAST,3,3,3,,1,3,3,3,2,2,2,2,2,2,27.3,27.3,27.3,9.8502,88,88,0,9.3634,7.5284,9.0683,115.88,3,3,Median,12.967,NaN,15.848,NaN,78.951,NaN,2,1,2,1,Median,Median,12.5,25,10158000,566400,9591400,4007100,368440,3638700,6150700,197960,5952800,,,,624,3044;3893;3894,True;True;True,3141;4024;4025,4600;5937;5938;5939,6600;8676;8677;8678;8679;8680;8681,6600;8677;8679,,
sp|P49167|RL38_YEAST,sp|P49167|RL38_YEAST,5,5,5,,1,5,5,5,3,5,3,5,3,5,39.7,39.7,39.7,8.8264,78,78,0,16.841,7.9694,7.2514,256.4,4,4,Median,6.2624,9.0479,0.8683,8.2547,371.99,90.168,2,2,2,2,Median,Median,29.5,39.7,61915000,3322900,58592000,32229000,2370100,29859000,29686000,952810,28733000,,,,625,365;1865;2197;2910;2911,True;True;True;True;True,378;1915;2255;3007;3008,549;2762;2763;3259;3260;4405;4406;4407;4408,797;3993;3994;3995;3996;3997;3998;3999;4000;4001;4002;4003;4004;4005;4006;4007;4729;4730;4731;4732;4733;6344;6345;6346;6347;6348;6349;6350;6351,797;4004;4732;6344;6351,,
sp|P49435|APT1_YEAST,sp|P49435|APT1_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,23.5,23.5,23.5,20.587,187,187,0,12.186,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7,23.5,8788200,0,8788200,2666600,0,2666600,6121600,0,6121600,,,,626,1981;2293,True;True,2036;2356,2946;3399;3400,4281;4944;4945,4281;4944,,
